research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
191,U00457,BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",NASDAQ,0001866757,CANDIDATE_MATRIX_READY,high,43.7679,INVESTIGATE_LOW,57.7434,49.5435,53.2728,10.3308,38.1544,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
192,U00356,BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,0001953984,CANDIDATE_MATRIX_READY,high,43.4126,INVESTIGATE_LOW,57.8597,50.5655,58.629,3.5204,35.1172,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
193,U00157,ALT,"Altimmune, Inc. - Common Stock",NASDAQ,0001326190,CANDIDATE_MATRIX_READY,high,43.3751,INVESTIGATE_LOW,68.9124,78.8218,0.0,10.7808,47.8081,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
194,U00646,CLNE,Clean Energy Fuels Corp. - Common Stock,NASDAQ,0001368265,CANDIDATE_MATRIX_READY,high,43.3627,INVESTIGATE_LOW,62.6741,39.2684,54.9077,3.8898,49.4724,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
195,U00267,ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,0001350102,CANDIDATE_MATRIX_READY,high,43.1422,INVESTIGATE_LOW,62.2383,70.0,0.0,38.0762,28.5551,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
196,U00650,CLPT,ClearPoint Neuro Inc. - Common Stock,NASDAQ,0001285550,CANDIDATE_MATRIX_READY,high,42.9901,INVESTIGATE_LOW,43.1484,65.621,0.0,71.1674,26.8786,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
197,U00166,AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ,0001280263,CANDIDATE_MATRIX_READY,high,42.88,INVESTIGATE_LOW,61.7795,66.1293,0.0,33.591,44.0205,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
198,U00175,AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ,0001518461,CANDIDATE_MATRIX_READY,high,42.7992,INVESTIGATE_LOW,65.0619,70.0,0.0,30.4506,31.9047,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
199,U00271,ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,0000720500,CANDIDATE_MATRIX_READY,high,42.7895,INVESTIGATE_LOW,52.1251,0.0,50.965,64.2,41.1894,positive profitability/FCF signal; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
200,U00544,CCCC,"C4 Therapeutics, Inc. - Common Stock",NASDAQ,0001662579,CANDIDATE_MATRIX_READY,high,42.688,INVESTIGATE_LOW,50.1802,40.2869,0.0,76.5094,42.7471,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
201,U00033,ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,0001520697,CANDIDATE_MATRIX_READY,high,42.6744,INVESTIGATE_LOW,44.6059,54.194,1.3766,70.136,41.5129,positive revenue growth; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
202,U00094,AGNT,"AGNT, Inc. - Common Stock",NASDAQ,0001495932,CANDIDATE_MATRIX_READY,high,42.6574,INVESTIGATE_LOW,63.9726,41.3478,55.1798,0.0,41.6005,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
203,U00620,CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",NASDAQ,0001043277,CANDIDATE_MATRIX_READY,high,42.5788,INVESTIGATE_LOW,58.0073,2.4562,66.9689,28.4868,55.942,positive profitability/FCF signal; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
204,U00201,AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,0001808997,CANDIDATE_MATRIX_READY,high,42.2453,INVESTIGATE_LOW,59.2758,5.7085,50.7521,38.5451,54.6144,positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
205,U00621,CHSN,Chanson International Holding - Class A Ordinary Shares,NASDAQ,0001825349,CANDIDATE_MATRIX_READY,high,42.0255,INVESTIGATE_LOW,66.8482,36.3025,57.8492,0.0,31.4071,positive revenue growth; positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
206,U00636,CLAR,Clarus Corporation - Common Stock,NASDAQ,0000913277,CANDIDATE_MATRIX_READY,high,41.9118,INVESTIGATE_LOW,55.6479,21.7565,8.835,64.8251,61.3409,positive price trend; positive 12m momentum,large 12m drawdown,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
207,U00639,CLDX,"Celldex Therapeutics, Inc. - Common Stock",NASDAQ,0000744218,CANDIDATE_MATRIX_READY,high,41.8198,INVESTIGATE_LOW,45.0,14.6891,0.0,91.045,71.7302,positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
208,U00396,BIYA,Baiya International Group Inc. - Ordinary Shares,NASDAQ,0001944712,CANDIDATE_MATRIX_READY,high,41.7007,INVESTIGATE_LOW,62.0516,75.8433,0.0,23.0608,33.0441,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
209,U00626,CIFR,Cipher Digital Inc. - Common Stock,NASDAQ,0001819989,CANDIDATE_MATRIX_READY,high,41.2958,INVESTIGATE_LOW,46.7578,69.1606,0.0,53.7624,26.8384,positive revenue growth; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
210,U00476,BTMD,Biote Corp. - Class A common stock,NASDAQ,0001819253,CANDIDATE_MATRIX_READY,high,41.1443,INVESTIGATE_LOW,61.1937,11.2179,89.8308,2.6145,20.5357,positive profitability/FCF signal,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
211,U00454,BRID,Bridgford Foods Corporation - Common Stock,NASDAQ,0000014177,CANDIDATE_MATRIX_READY,high,40.9332,INVESTIGATE_LOW,63.8539,40.5409,17.9993,14.8706,70.9484,positive revenue growth,no dominant risk flag in tracked fields,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
212,U00426,BNAI,Brand Engagement Network Inc. - Common Stock,NASDAQ,0001838163,CANDIDATE_MATRIX_READY,high,40.8042,INVESTIGATE_LOW,52.2367,70.0,0.0,45.0,21.3321,positive revenue growth; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
213,U00220,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",NASDAQ,0001026980,CANDIDATE_MATRIX_READY,high,40.4374,INVESTIGATE_LOW,63.095,16.3911,56.2617,12.3225,45.1389,positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
214,U00628,CIIT,"Tianci International, Inc. - Common Stock",NASDAQ,0001557798,CANDIDATE_MATRIX_READY,high,39.6989,INVESTIGATE_LOW,55.5752,60.3008,0.0,37.62,34.4222,positive revenue growth; positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
215,U00043,ACON,"Aclarion, Inc. - Common Stock",NASDAQ,0001635077,CANDIDATE_MATRIX_READY,high,39.585,INVESTIGATE_LOW,67.9874,70.0,0.0,3.8209,44.2458,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
216,U00471,BTBD,"BT Brands, Inc. - Common Stock",NASDAQ,0001718224,CANDIDATE_MATRIX_READY,high,39.4797,INVESTIGATE_LOW,54.3708,56.1876,5.429,38.7656,30.9206,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
217,U00331,BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",NASDAQ,0001941536,CANDIDATE_MATRIX_READY,high,39.4178,INVESTIGATE_LOW,52.6977,59.0961,45.7298,0.0,26.4333,positive revenue growth; positive profitability/FCF signal,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
218,U00044,ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,0001557746,CANDIDATE_MATRIX_READY,high,39.2539,INVESTIGATE_LOW,40.1564,14.3506,0.0,95.0,53.3682,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
219,U00255,ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,0001426800,CANDIDATE_MATRIX_READY,high,39.1915,INVESTIGATE_LOW,48.508,15.0,6.5329,74.2945,54.7363,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
220,U00384,BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,0001779578,CANDIDATE_MATRIX_READY,high,39.1208,INVESTIGATE_LOW,69.3162,70.9923,3.6895,0.0,33.8957,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
221,U00602,CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,NASDAQ,0001967822,CANDIDATE_MATRIX_READY,high,38.9843,INVESTIGATE_LOW,45.0,15.0,0.0,95.0,34.8429,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
222,U00147,ALMU,"Aeluma, Inc. - Common Stock",NASDAQ,0001828805,CANDIDATE_MATRIX_READY,high,38.7392,INVESTIGATE_LOW,70.0,70.0,0.0,0.0,37.3924,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
223,U00104,AIFC,AI Financial Corporation - Common Stock,NASDAQ,0000862861,CANDIDATE_MATRIX_READY,high,38.7167,INVESTIGATE_LOW,70.0,70.0,0.0,0.0,37.1666,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
224,U00085,AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,0001903870,CANDIDATE_MATRIX_READY,high,38.5701,INVESTIGATE_LOW,32.456,12.2643,18.4902,81.0039,64.8165,positive price trend; positive 12m momentum,balance-sheet risk flag,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
225,U00570,CDZI,"Cadiz, Inc. - Common Stock",NASDAQ,0000727273,CANDIDATE_MATRIX_READY,high,38.4686,INVESTIGATE_LOW,48.8512,72.4119,0.0,29.3531,34.6025,positive revenue growth; positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
226,U00559,CD,Chaince Digital Holdings Inc. - American Ordinary Shares,NASDAQ,0001527762,CANDIDATE_MATRIX_READY,high,38.4371,INVESTIGATE_LOW,70.0,70.0,0.0,0.0,34.3714,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
227,U00411,BLNE,"Beeline Holdings, Inc. - Common Stock",NASDAQ,0001534708,CANDIDATE_MATRIX_READY,high,38.366,INVESTIGATE_LOW,67.9808,70.8333,0.0,2.4209,33.209,positive revenue growth,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
